Index,Translation_x,Translation_y,Translation_z,Roll,Pitch,Yaw
0,-0.003238548990339,0.012869343161583,3.07921528816223,-0.168514430522919,0.170481517910957,0.415056943893433
1,-0.003238548990339,0.012869343161583,3.07921528816223,-0.168514430522919,0.170481517910957,0.415056943893433
2,-0.000410121923778,0.013222896493971,3.0805766582489,-0.168514430522919,0.034752003848553,0.422269612550736
3,-0.003061772324145,0.01269256696105,3.08193802833557,-0.152121976017952,0.216380387544632,0.431777238845825
4,-0.003061772324145,0.01269256696105,3.08193802833557,-0.152121976017952,0.216380387544632,0.431777238845825
5,-0.001470782095566,0.013930003158748,3.0805766582489,-0.175727114081383,0.317030072212219,0.497019201517105
6,-0.002001112094149,0.013046120293438,3.0805766582489,-0.151794120669365,0.318669319152832,0.485544472932815
7,-0.001470782095566,0.013930003158748,3.0805766582489,-0.175727114081383,0.317030072212219,0.497019201517105
8,0.002595081925392,0.015167440287769,3.08261847496033,-0.161629602313042,0.107206650078297,0.505543291568756
9,0.006130615714937,0.015520993620157,3.08329916000366,-0.153433367609978,0.066881209611893,0.484560936689377
10,0.006130615714937,0.015520993620157,3.08329916000366,-0.153433367609978,0.066881209611893,0.484560936689377
11,0.005600285716355,0.017465537413955,3.08329916000366,-0.165235936641693,0.17966128885746,0.515050888061523
12,0.000919238838833,0.025484127923846,3.08193802833557,-0.222937375307083,0.227855116128921,0.59209543466568
13,-0.002262741792947,0.024953797459602,3.08193802833557,-0.27899956703186,0.192447409033775,0.570129573345184
14,0.000919238838833,0.025484127923846,3.08193802833557,-0.222937375307083,0.227855116128921,0.59209543466568
15,-0.002262741792947,0.024953797459602,3.08193802833557,-0.27899956703186,0.192447409033775,0.570129573345184
16,-0.002085964893922,0.02513057552278,3.08261847496033,-0.209167718887329,0.187857523560524,0.598652422428131
17,-0.004914392251521,0.021948594599962,3.08125734329224,-0.193103104829788,0.217691794037819,0.562916874885559
18,-0.004914392251521,0.021948594599962,3.08125734329224,-0.193103104829788,0.217691794037819,0.562916874885559
19,-0.004914392251521,0.021948594599962,3.08125734329224,-0.193103104829788,0.217691794037819,0.562916874885559
20,-0.001732411561534,0.020534381270409,3.08125734329224,-0.203594282269478,0.199660092592239,0.558326959609985
21,-0.001378858229145,0.016645293682814,3.08193802833557,-0.172776460647583,0.134090274572372,0.474069774150848
22,-0.000141421362059,0.018943389877677,3.08193802833557,-0.220970273017883,0.134090274572372,0.507838249206543
23,-0.001378858229145,0.016645293682814,3.08193802833557,-0.172776460647583,0.134090274572372,0.474069774150848
24,0.000742462114431,0.014877527020872,3.08261847496033,-0.159006804227829,0.205561369657516,0.437350660562515
25,0.000742462114431,0.014877527020872,3.08261847496033,-0.159006804227829,0.205561369657516,0.437350660562515
26,0.028496403247118,0.013286536559463,3.08125734329224,-0.214741140604019,0.395385980606079,0.910764753818512
27,0.028496403247118,0.013286536559463,3.08125734329224,-0.214741140604019,0.395385980606079,0.910764753818512
